Re  n  average_num_mergers  average_highest_mass  median_num_mergers  median_highest_mass  standard_dev_number standrad_dev_mass 
0.9 1.5 7.2 33.898743965732166 6.5 32.51482566589319 2.925747767665559 7.533778092166799
1.1 1.5 3.9 26.337340647078726 3.0 26.16833914884233 2.0223748416156684 5.811275799034576
1.3 1.5 4.9 28.075916826721503 4.0 27.30079513376258 1.374772708486752 4.996009380579412
1.5 1.5 4.0 22.998646732129053 4.0 23.391678704666354 1.3416407864998738 6.553288271974494
1.7 1.5 2.2 19.412420074870276 2.5 17.66004808437163 1.5999999999999999 8.278468211716781
1.9 1.5 2.1 24.402467333512863 2.0 24.856416357540624 1.6401219466856725 9.882668953916665
2.1 1.5 1.6 16.580137262597855 1.0 17.391740353055347 1.2806248474865698 7.659456252934645
2.3 1.5 1.1 12.10136713451086 1.0 12.9775664259505 0.9433981132056604 3.576979535403346
2.5 1.5 1.5 18.51031642375755 1.5 18.585439306476957 1.118033988749895 7.518365462561223
2.7 1.5 0.9 14.845923136053813 1.0 12.733914262988122 0.9433981132056604 7.580342508324879
2.9 1.5 1.3 11.171828889518974 1.5 10.721171310637882 1.1874342087037917 4.608250382100829
3.1 1.5 1.5 13.502556210492642 1.0 12.398700298192512 1.6881943016134133 7.217024263943844
0.1 1.7 26.2 56.59116149539991 26.0 56.734889107934364 3.7094473981982814 1.758816105669185
0.3 1.7 16.9 50.07695398131427 17.0 50.568596812793125 6.024118192731613 3.3985564784168982
0.5 1.7 12.6 42.38596649723098 12.5 40.75072665544142 3.261901286060018 8.458846378273655
0.7 1.7 9.8 35.3070728723596 10.5 34.18682840039799 3.3105890714493698 5.885208124913879
0.9 1.7 7.1 32.87680595742286 7.0 32.71115692291127 1.8138357147217055 4.047190571914015
1.1 1.7 5.2 27.275763464723486 5.5 27.353608764073172 2.1354156504062622 11.508802117254715
1.3 1.7 4.2 23.06061915532667 4.5 22.625385175424853 1.7776388834631176 6.1369123846070295
1.5 1.7 2.7 18.68332165011794 3.0 16.894064499017638 0.9 4.3931292850611525
1.7 1.7 2.9 23.098298751540273 2.5 19.795985035119436 1.9723082923316024 7.700693835238117
1.9 1.7 2.5 23.147275485262632 2.0 24.880243076494263 2.29128784747792 9.702651661971817
2.1 1.7 2.7 22.858487825815878 3.0 23.24678365321096 1.4177446878757827 10.148350690018429
2.3 1.7 1.3 13.980826074404721 1.0 13.542504139954076 0.9000000000000001 5.8587648216574
2.5 1.7 1.3 13.348575287030883 1.0 13.183200609988152 1.4866068747318506 6.904441956820068
2.7 1.7 1.4 16.804011145067854 1.0 11.144915025355868 1.1135528725660044 12.26309116570437
2.9 1.7 1.0 15.428830378594984 0.0 11.7248837330591 1.4142135623730951 7.148303587122767
3.1 1.7 0.8 12.263487933911124 0.5 10.872803045575573 0.9797958971132713 5.340506415178471
0.1 1.9 27.4 58.67413028012883 27.5 57.81404298204497 7.83836717690617 4.594423896773858
0.3 1.9 16.7 50.13584242790787 18.0 47.912153315317425 4.539823785126467 6.7166818549482565
0.5 1.9 12.5 41.29018768385187 13.0 42.39053169832856 3.6674241641784495 4.679885701027844
0.7 1.9 8.6 35.210808305853206 10.0 34.93419681422647 2.8354893757515653 4.739678360475024
0.9 1.9 7.4 35.583228200163035 7.0 34.83692421704855 3.878143885933063 6.545072131967209
1.1 1.9 5.6 25.896748727219233 5.5 25.36661967077174 1.8000000000000003 4.488028228644823
1.3 1.9 4.5 24.972061699628433 4.5 26.18534553605323 1.5 7.5836229328921885
1.5 1.9 3.3 23.367208973966633 3.5 24.53672925037555 2.1 8.20387862298921
1.7 1.9 3.5 20.86523010152203 3.5 21.128148402090794 2.6551836094703507 6.773553363167406
1.9 1.9 3.5 21.76970577079804 2.5 21.71926089482043 2.4186773244895647 7.888466066951711
2.1 1.9 1.9 14.665093522765128 2.0 13.302648806320033 1.1357816691600549 5.49419307802194
2.3 1.9 2.3 17.649331364406095 2.0 16.26433428876645 1.6155494421403511 6.135403361696225
2.5 1.9 1.2 17.58522930280713 1.0 18.2486658778896 0.7483314773547883 6.338257485613088
2.7 1.9 2.6 20.687857224319288 2.5 18.454833395929846 2.0591260281974 13.865162729009938
2.9 1.9 1.8 15.392281736179939 2.0 13.944955011098884 1.16619037896906 5.537218210302335
3.1 1.9 0.8 12.265300975128836 1.0 11.513913781011695 0.7483314773547883 5.024096731514296
0.1 2.1 24.7 60.815845193036864 24.0 60.32523211804234 4.648655719667784 4.941101940762647
0.3 2.1 15.7 43.636929187178374 16.5 45.29797447828241 4.196427051671457 5.419881570325921
0.5 2.1 11.7 41.4274358412499 14.0 43.28632854949482 4.243819034784589 6.4316222052164145
0.7 2.1 7.9 37.55509931609388 8.0 38.71603859577664 2.7 7.431012116604938
0.9 2.1 6.9 32.94871697786747 6.5 33.39441141030123 3.2078029864690882 5.932442086854875
1.1 2.1 4.4 25.845505404243415 4.5 29.167701831590197 2.2 6.380926205878283
1.3 2.1 3.9 23.015222959693165 4.0 22.09175049563825 1.9209372712298547 4.576758029326587
1.5 2.1 4.3 30.789863694016965 4.5 31.89861084859585 2.5317977802344327 4.9214745563078415
1.7 2.1 3.2 19.066074450243484 2.5 19.609323848119423 2.1354156504062622 6.059347677249276
1.9 2.1 2.9 19.72607747048324 2.0 20.107694949489908 1.8138357147217055 8.176158440363817
2.1 2.1 3.7 22.52029251880824 4.0 25.328732344090504 1.7349351572897473 7.565288847723935
2.3 2.1 2.7 19.949145408235548 3.0 18.482603295985815 1.3453624047073711 9.01151287824244
2.5 2.1 1.6 13.658695177134442 2.0 12.880132526566655 0.8 3.485678090881099
2.7 2.1 1.4 17.49419391551853 1.0 18.0961124973637 1.3564659966250536 9.192032145765257
2.9 2.1 1.3 14.97629146407636 1.0 14.902079786615314 1.1 8.624010812373221
3.1 2.1 1.6 14.554819987726276 1.0 14.034203334115896 1.2806248474865698 6.7859435182467385
