Re  n  average_num_mergers  average_highest_mass  median_num_mergers  median_highest_mass  standard_dev_number standrad_dev_mass 
2.6 2.5 1.9 16.892520720095384 2.0 15.3503221178681 1.3 6.576918143725376
3.1 2.5 2.1 14.99540084735545 2.0 15.129297812762296 1.445683229480096 4.902465701757077
3.6 2.5 1.7 15.241342141470739 1.5 14.354702269313032 1.345362404707371 6.961678667532851
4.1 2.5 1.3 13.873333694373793 1.0 11.70292357693653 1.4866068747318506 8.063274910159125
4.6 2.5 1.3 18.923472572448087 1.5 16.97820939058652 1.0049875621120892 7.623955572220306
5.1 2.5 1.3 12.629008225450708 1.0 12.18504135394654 1.1 6.06581877783324
5.6 2.5 1.4 14.049585715114864 1.0 12.442629061721151 0.9165151389911681 6.350303450359508
6.1 2.5 0.5 13.388847093298171 0.0 12.772571498114107 0.6708203932499369 6.904380774100973
6.6 2.5 0.4 11.665921610027558 0.0 10.218346263996263 0.66332495807108 4.752579047670815
7.1 2.5 0.7 13.216598841631475 0.5 8.569833982124964 0.7810249675906655 8.559159529548939
7.6 2.5 0.5 10.951433687528048 0.0 7.754205762587274 0.6708203932499369 7.764653156662167
8.1 2.5 0.9 11.252174383684657 1.0 8.842424455861316 0.7000000000000001 6.737712278089665
8.6 2.5 0.4 11.75971202903927 0.0 12.22090848499004 0.66332495807108 3.7432204410932646
9.1 2.5 0.6 9.631230687523765 0.0 9.372351618501668 0.9165151389911681 4.523994636111888
9.6 2.5 0.5 7.544261061656949 0.0 7.233597735642556 0.6708203932499369 2.2997444956696964
10.1 2.5 0.6 13.955702594867073 1.0 12.515283778660894 0.48989794855663565 6.565311209802997
0.1 3 29.2 55.53017950641472 29.0 55.06848360451071 4.64327470649756 3.307907724617467
0.6 3 8.4 32.2188136618105 7.5 32.9878086343481 3.8781438859330635 3.756327710615984
1.1 3 7.0 32.740289683419995 7.5 33.406207151541025 3.3166247903554 6.347151721911692
1.6 3 3.8 20.17793755812371 3.5 17.871938947649742 2.2271057451320084 8.106315814600002
2.1 3 3.0 26.024312910717633 2.5 23.903992072422596 1.9493588689617927 9.580628906199637
2.6 3 2.8 19.83117458886365 3.0 19.123878201116803 1.2489995996796797 7.982677489475261
3.1 3 1.4 12.534852644890062 1.0 9.772470252190724 1.1135528725660044 6.061661934585031
3.6 3 1.9 19.12864718815486 1.0 19.61117555477668 2.118962010041709 7.604260119910574
4.1 3 1.6 14.285850206573333 1.5 13.07643096150354 1.3564659966250538 8.020733456555863
4.6 3 1.2 14.112203903814935 1.5 11.630676900758317 1.077032961426901 6.555029835312097
5.1 3 2.1 16.14008790540479 2.0 14.072847534729846 1.374772708486752 7.068343803273243
5.6 3 0.9 11.680177971027007 0.5 10.317468326500201 1.2206555615733703 5.092265993208211
6.1 3 1.2 12.222224619251664 1.5 11.174471407244916 1.0770329614269007 6.826994198729146
6.6 3 1.2 12.542573903413654 1.0 11.92559681635274 1.0770329614269007 5.1655175472610635
7.1 3 1.5 15.43456590624557 1.0 13.87149330040015 1.284523257866513 5.452449239562429
7.6 3 1.1 11.101584034349681 1.0 8.95408231576814 0.9433981132056604 5.265973100297968
8.1 3 0.7 10.103180043141599 0.5 8.203654910124415 0.7810249675906655 4.564817003700876
8.6 3 0.4 10.068158542033938 0.0 9.506317977556336 0.48989794855663565 2.3967992587329023
9.1 3 1.2 14.650780701217869 1.0 13.706652946213069 0.8717797887081347 7.77103467433653
9.6 3 0.2 9.259469110597891 0.0 8.951476463885822 0.4000000000000001 3.381266814747097
10.1 3 0.9 13.605776692089378 0.5 11.75953871734231 1.1357816691600549 7.100684755574941
0.1 3.5 25.3 54.72374274139493 22.5 53.80167002550057 6.4039050586341455 4.223321357582008
0.6 3.5 8.6 34.062939813023846 8.5 34.916748232691305 3.6660605559646724 6.607729444895197
1.1 3.5 6.7 27.97839723835879 7.5 27.089313452283932 2.1 7.225918962571135
1.6 3.5 5.3 26.58848867100906 5.5 27.369602511197304 2.4515301344262523 8.136505306318334
2.1 3.5 3.0 18.463948285651096 3.0 17.122805432077715 2.1908902300206643 8.015622900773343
2.6 3.5 1.8 18.3381759236033 1.0 17.979914068631928 1.6 7.996000353496797
3.1 3.5 1.6 15.721415659506192 1.5 17.010115605463092 1.2 6.090577431546613
3.6 3.5 1.5 12.404835472357714 0.5 11.628249713220551 1.9621416870348585 5.283247669389083
4.1 3.5 1.5 14.814724298882217 2.0 15.131487646957094 1.118033988749895 5.1123750923909865
4.6 3.5 1.3 12.518743501706052 1.0 10.16718394198481 1.3453624047073711 7.3128918596355525
5.1 3.5 0.8 12.432310167538137 1.0 10.663205267282846 0.7483314773547883 5.369513693994657
5.6 3.5 1.4 15.253781286594215 2.0 15.843317606281719 1.0198039027185568 6.2163017621884595
6.1 3.5 1.7 15.238556240081973 2.0 14.68988582244652 1.004987562112089 5.083881264708913
6.6 3.5 1.4 15.55658058076266 1.0 11.676306306830051 1.4966629547095764 7.887035322262473
7.1 3.5 0.7 11.084410346507244 1.0 11.30583594560849 0.6403124237432849 4.0854469874974075
7.6 3.5 1.5 13.846503728684606 1.5 12.607296517659552 1.2041594578792296 7.619499982265404
8.1 3.5 1.1 12.246912927663393 0.5 8.924003694263677 1.374772708486752 7.507510232885094
8.6 3.5 1.9 13.701491074184915 2.0 15.033004605681453 1.2206555615733703 5.614891134318811
9.1 3.5 0.8 9.534975613551644 0.5 8.340784397406951 0.9797958971132712 4.260141079815861
9.6 3.5 0.3 10.539007927200936 0.0 10.258474533863858 0.45825756949558394 4.470999237627677
10.1 3.5 1.4 16.708023981401897 1.0 13.68877729345682 1.019803902718557 8.108631243767464
0.1 4 22.7 52.04724885736518 23.0 52.725875379448915 5.020956084253277 4.220714948937885
0.6 4 9.2 35.69642623633799 8.5 37.24711818870227 4.142463035441596 5.156142355990759
1.1 4 3.8 25.87734967612273 4.0 25.761185642549144 2.3579652245103193 6.11238503796356
1.6 4 4.1 22.094776863904137 4.0 22.96179800053063 2.3853720883753127 10.059288223463806
2.1 4 5.0 23.891732135795728 5.0 27.833268899922714 2.3664319132398464 7.7520403398456885
2.6 4 3.9 21.30507012601156 3.5 20.27240033608146 1.7578395831246947 5.644775717677846
3.1 4 3.7 21.269531259126023 3.0 19.416212263971126 1.7349351572897473 6.436135579830063
3.6 4 2.8 17.87759421106313 2.5 15.26937826313074 1.4 9.710917393572105
4.1 4 1.5 19.004106521211064 1.0 17.188310196603254 1.3601470508735443 7.943618519224547
4.6 4 1.7 14.111192575965884 1.0 12.254772104456096 1.268857754044952 5.916155792777159
5.1 4 2.0 14.306869883470034 1.5 10.733982969172839 1.61245154965971 7.421378762879061
5.6 4 1.8 15.525268903788373 1.5 15.852778841828078 1.661324772583615 7.08707581789743
6.1 4 1.4 15.567540993621298 1.5 14.707881707071486 1.3564659966250538 6.709995272335094
6.6 4 1.6 17.169380413743013 1.0 13.024470922397501 1.2806248474865698 10.733401053479358
7.1 4 1.0 14.000908479984341 1.0 12.46042148580333 0.6324555320336759 6.499196552269831
7.6 4 1.1 15.46078359520764 1.0 12.863943748407394 1.1357816691600549 8.608199533908836
8.1 4 2.1 16.388703366967967 2.0 16.077640260234098 1.57797338380595 9.025498144550612
8.6 4 1.5 12.717185128570284 1.0 11.321118158771135 1.5 4.671748349815879
9.1 4 1.4 16.20549817950585 1.5 14.335078121715824 1.1135528725660044 9.999161213490323
9.6 4 1.6 17.01435093582115 1.0 12.928314253943931 1.6852299546352716 11.443986557800176
10.1 4 0.5 10.34009952348356 0.0 11.61629485077392 0.6708203932499369 4.220397199340186
0.1 4.5 23.4 52.95588298596034 24.0 54.654612789389795 7.657675887630659 4.8343015526609605
0.6 4.5 10.1 33.660091034226156 9.0 33.63551896396655 2.5475478405713994 6.1332080051329125
1.1 4.5 7.0 31.43130616608293 7.0 32.44313244773166 2.1447610589527217 6.512544131877689
1.6 4.5 4.8 28.89561880953268 4.0 31.32891729966377 2.3151673805580453 7.423341305536047
2.1 4.5 4.0 22.846035093048222 5.0 24.122457166846647 2.280350850198276 7.178348671005114
2.6 4.5 2.8 16.66457207823271 2.5 15.48221035254003 1.8867962264113207 6.301832046177536
3.1 4.5 2.3 18.509890620679247 1.5 16.26045458434276 2.4515301344262523 10.276529198586795
3.6 4.5 3.4 25.782232005868224 3.5 23.375944301005376 1.2 9.437083451696273
4.1 4.5 2.6 19.461337294547455 2.5 21.168754095502727 1.2000000000000002 5.045005656990779
4.6 4.5 2.1 19.832667479929565 1.0 19.117204163270635 1.445683229480096 5.724047202417988
5.1 4.5 2.1 19.610425722767136 2.0 16.012750924716176 1.3 8.83348638842194
5.6 4.5 1.1 14.57754310996305 1.0 15.138774206646454 1.044030650891055 5.756943419092384
6.1 4.5 1.7 16.831520670405524 1.0 13.46652739252486 1.5524174696260022 10.797306833594348
6.6 4.5 2.3 17.946312919578844 2.0 15.896498768797585 1.4866068747318506 10.097520210594855
7.1 4.5 1.5 13.354880626884835 1.0 12.082480815097885 0.9219544457292888 6.717925612470032
7.6 4.5 1.4 14.273068353681179 2.0 13.760399468518322 0.8 5.091695530348351
8.1 4.5 2.1 15.496966368913718 1.5 15.404113843078402 1.5132745950421556 3.5755031784557
8.6 4.5 1.1 14.839052695677438 1.0 14.51550290463213 1.1357816691600549 6.120381274680988
9.1 4.5 1.3 16.191155978802268 1.5 17.01642878309972 1.1874342087037917 7.67562912258019
9.6 4.5 1.6 19.88182783651341 1.5 20.977167715405983 1.4966629547095764 8.957142258471992
10.1 4.5 1.3 12.108556486100458 1.0 9.916220711123085 1.1874342087037917 6.1060099416696945
0.1 5 23.3 55.07235669509002 22.5 54.3381643744529 4.6701177715342475 6.465093531684637
0.6 5 9.5 36.6273976156279 9.5 36.26839820173781 3.2015621187164243 7.013204262176764
1.1 5 6.1 32.55409185773799 7.0 32.068276382862436 2.5475478405713994 6.239055472111138
1.6 5 5.9 26.67893127383611 6.0 27.154483630077102 1.972308292331602 5.922505012587493
2.1 5 3.9 22.89948444904698 4.0 23.748722568447832 1.0440306508910548 3.157864525478551
2.6 5 4.4 26.53456724715059 4.5 27.508935303357145 2.244994432064365 6.00685917351968
3.1 5 2.1 19.22025891023209 2.0 18.116307609782965 1.57797338380595 6.366082704403214
3.6 5 3.0 19.774219392897102 3.5 20.198690369077333 1.4142135623730951 6.704647001151561
4.1 5 3.6 23.822924766767734 3.5 21.91752996749849 1.9595917942265426 12.305341429900894
4.6 5 2.4 22.37533553279591 2.5 19.152226334567267 1.7435595774162695 11.022995935101576
5.1 5 2.1 19.79218712288998 2.5 18.7725766112176 1.2206555615733703 5.223944877749954
5.6 5 1.8 19.09878877286391 2.0 20.080644380022413 1.0770329614269007 8.289251245497583
6.1 5 2.8 20.154198692935815 2.5 18.964818290707292 2.1354156504062622 6.309305398795161
6.6 5 2.6 18.476700689642772 2.0 17.389029941128832 1.42828568570857 6.421576671759905
7.1 5 2.3 16.70990534943808 2.0 18.30702690666189 2.3259406699226015 9.890790679046797
7.6 5 0.9 12.122675455210151 1.0 13.448314567500685 0.8306623862918076 3.686759469649644
8.1 5 1.4 17.521671333670614 1.5 16.82479056899949 1.3564659966250538 5.414512818397151
8.6 5 1.7 16.057053053863346 1.5 14.955109351360145 1.4866068747318506 6.875405776311021
9.1 5 0.9 15.938483553362286 1.0 14.167856185415996 0.8306623862918076 6.828868177809105
9.6 5 1.7 10.668531069772445 1.5 9.833738508382728 1.7349351572897471 4.207367272046935
10.1 5 1.9 15.996580228796674 1.5 12.919919463785666 1.445683229480096 7.065525765087137
